event_id,date,time,weekday,mechanism,storyline,slot_type,generation_method,symbol,base_symbol,related_tickers,exchange,exchange_open_today,market_phase,price,change_pct,day_high,day_low,headline,headline_source,headline_link,headline_published_utc,news_category,holding_disclosure_fingerprint,day_move_pct,catalyst_found,catalyst_headline,gemini_call_used,gemini_calls_today_after,pool_used,posted,skip_reason,tweet_text,tweet_char_count,tweet_url,likes,retweets,replies,engagement_checked_at
51,2026-07-06,17:32:05,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$IREN standing out at +12.41%, now $44.03.",42,,,,,
52,2026-07-06,17:32:54,Monday,news_event,,,keyword,DLR,DLR,,,,,174.02,0.35,,,Barclays Raises its Price Target on Digital Realty (DLR),,,,analyst_note,,,,,N,18,keyword,Y,,"$DLR ($174.02, +0.35% today): Barclays Raises its Price Target on Digital Realty (DLR)",86,,,,,
53,2026-07-06,18:02:53,Monday,news_event,,,keyword,BE,BE,,,,,295.73,8.74,,,Bloom Energy Stock Jumps As Brookfield Boosts $25B AI Power Deal,StocksToTrade,https://stockstotrade.com/news/bloom-energy-corporation-be-news-2026_07_06/,,contract,,,,,N,18,keyword,Y,,"$BE ($295.73, +8.74% today): Bloom Energy Stock Jumps As Brookfield Boosts $25B AI Power Deal

https://stockstotrade.com/news/bloom-energy-corporation-be-news-2026_07_06/",170,,,,,
54,2026-07-06,18:16:36,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $IREN +14.4% at $44.81.,48,,,,,
55,2026-07-06,18:17:03,Monday,news_event,,,keyword,CRWV,CRWV,,,,,,,,,Rosenblatt Reiterates Buy Rating on CoreWeave (CRWV),,,2026-07-06T09:41:08,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
56,2026-07-06,18:17:03,Monday,news_event,,,keyword,EQIX,EQIX,,,,,,,,,Barclays Raises its Price Target on Equinix (EQIX),,,2026-07-06T09:41:35,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
57,2026-07-06,18:32:12,Monday,news_event,,,keyword,VST,VST,,,,,,,,,Vistra sets Aug. 7 call for second-quarter results,Stock Titan,https://news.google.com/rss/articles/CBMipAFBVV95cUxOVnlZQm03c1IyQnJfZktQajFKU3d3ME55d2R5clVTa1F6cE5jOGhSdXhDLTZKVDM3UmEzbThJUjRCMmZSTWNScElFbklkRWtEQTdQd1F2d0R4bVdtZ0JiSmI5a0hhT0ZyUkRhX3ZGR21jbmc4a01zcTVQZ1hib294R0I3Y3dvMXgxazJIS1BvN1U4Rlk5YnpzYlA2X0lub21Od19rYw?oc=5,2026-07-06T16:10:00,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
58,2026-07-06,18:46:49,Monday,news_event,,,keyword,ERIC,ERIC,,,,,,,,,"BNP Paribas cuts its target price for Ericsson to 80 kronor (85), reiterates underperform - BN",marketscreener.com,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPQWhGQ3BtUDVRcTRTcXhPMWgxUmFkMUNQVThobEZydmVtZFNKZW8xYjJqLVVISm1ZOTdYR3Itam1fUjBCeWU2RXZfRG5jNnZDVEdjLU9fNGhiZHI4bUV0MnhqdUFvUUpKcXM2d3dyOUk2T0hOSWFSVFFfYWlkVlFFRk5zTmI0VzZmbGpyb28yNnZJUzhmaTh5bjFFLVBHTE8wYmZkSmxoLXBndDNsNFFwN3lDSUQ4czlWTmZNTjl3TnBNYVVkLVRvVkZfZFhRenlOYVZlSk15dmM2QQ?oc=5,2026-07-06T05:16:18,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
59,2026-07-06,19:02:15,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $IREN +13.28% to $44.37, well ahead of the rest of the board.",78,,,,,
60,2026-07-06,19:16:39,Monday,news_event,,,keyword,ERIC,ERIC,,,,,,,,,"BNP Paribas cuts its target price for Ericsson to 80 kronor (85), reiterates underperform - BN",marketscreener.com,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPQWhGQ3BtUDVRcTRTcXhPMWgxUmFkMUNQVThobEZydmVtZFNKZW8xYjJqLVVISm1ZOTdYR3Itam1fUjBCeWU2RXZfRG5jNnZDVEdjLU9fNGhiZHI4bUV0MnhqdUFvUUpKcXM2d3dyOUk2T0hOSWFSVFFfYWlkVlFFRk5zTmI0VzZmbGpyb28yNnZJUzhmaTh5bjFFLVBHTE8wYmZkSmxoLXBndDNsNFFwN3lDSUQ4czlWTmZNTjl3TnBNYVVkLVRvVkZfZFhRenlOYVZlSk15dmM2QQ?oc=5,2026-07-06T05:16:18,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
61,2026-07-06,19:16:39,Monday,news_event,,,keyword,BE,BE,,,,,,,,,Is the AI Power Boom Driving Brookfield-Bloom Partnership Expansion?,,https://finance.yahoo.com/energy/articles/ai-power-boom-driving-brookfield-160400720.html?.tsrc=rss,2026-07-06T16:04:00,contract,,,,,,,,N,duplicate_category_24h,,,,,,,
62,2026-07-06,19:32:38,Monday,news_event,,,keyword,EQIX,EQIX,,,,,997.79,-0.43,,,"CPPIB, Equinix file buyout of data-center provider atNorth for EU clearance",MLex,https://www.mlex.com/mlex/articles/2497262/cppib-equinix-file-buyout-of-data-center-provider-atnorth-for-eu-clearance,,ma,,,,,N,18,keyword,Y,,"$EQIX ($997.79, -0.43% today): CPPIB, Equinix file buyout of data-center provider atNorth for EU clearance

https://www.mlex.com/mlex/articles/2497262/cppib-equinix-file-buyout-of-data-center-provider-atnorth-for-eu-clearance",225,,,,,
63,2026-07-06,19:46:29,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $IREN +11.87% to $43.82 – the standout so far.,58,,,,,
64,2026-07-06,19:46:55,Monday,price_event,us,,zero_llm_template,VRT,VRT,,NYSE,Y,open,322.71,6.96,329.38,301.28,,,,,,,6.96,,,N,18,llm,Y,,Sharp move: $VRT +6.96% to $322.71 today. Intraday range: low $301.28 / high $329.38.,85,,,,,
65,2026-07-06,19:47:54,Monday,news_event,,,keyword,CRWV,CRWV,,,,,86.34,4.04,,,Wolfe Research reiterates CoreWeave stock Outperform rating at $150,Investing.com,https://www.investing.com/news/analyst-ratings/wolfe-research-reiterates-coreweave-stock-outperform-rating-at-150-93CH-4776174,,analyst_note,,,,,N,18,keyword,Y,,"$CRWV ($86.34, +4.04% today): Wolfe Research reiterates CoreWeave stock Outperform rating at $150

https://www.investing.com/news/analyst-ratings/wolfe-research-reiterates-coreweave-stock-outperform-rating-at-150-93CH-4776174",225,,,,,
66,2026-07-06,20:16:41,Monday,price_event,us,,zero_llm_template,TLN,TLN,,NYSE,Y,open,377.52,4.06,382.33,355.69,,,,,,,4.06,,,N,18,llm,Y,,$TLN on the move – +4.06% to $377.52 today. Intraday range: low $355.69 / high $382.33.,87,,,,,
67,2026-07-06,20:31:51,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$IREN pulling away at +11.74%, now trading at $43.77.",53,,,,,
68,2026-07-06,21:02:24,Monday,news_event,,,keyword,CRWV,CRWV,,,,,,,,,Wall Street Sees CoreWeave (CRWV) Stock Doubling From Here For This Simple Reason,,https://finance.yahoo.com/technology/ai/articles/wall-street-sees-coreweave-crwv-175037558.html?.tsrc=rss,2026-07-06T17:50:37,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
69,2026-07-06,21:02:52,Monday,news_event,,,keyword,SU.PA,SU,,,,,278.0,-1.23,,,Schneider Electric Announces Plan to Acquire Cognite,Business Chief,https://businesschief.com/news/schneider-electric-announces-plan-to-acquire-cognite,,ma,,,,,N,18,keyword,Y,,"$SU ($278.0, -1.23% at last close as of Jul 6): Schneider Electric Announces Plan to Acquire Cognite

https://businesschief.com/news/schneider-electric-announces-plan-to-acquire-cognite",185,,,,,
70,2026-07-06,21:16:41,Monday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $IREN +10.82% to $43.41, well ahead of the rest of the board.",78,,,,,
71,2026-07-06,21:17:10,Monday,price_event,us,,zero_llm_template,IREN,IREN,,NYSE,Y,open,43.37,10.72,44.97,40.09,,,,,,,10.72,,,N,18,llm,Y,,Sharp move: $IREN +10.72% to $43.37 today. Intraday range: low $40.09 / high $44.97.,84,,,,,
72,2026-07-06,22:02:28,Monday,news_event,,,keyword,SU.PA,SU,,,,,,,,,Schneider Electric (ENXTPA:SU) Buys Cognite And Lands California SF6 Free Grid Deal,,https://finance.yahoo.com/energy/articles/schneider-electric-enxtpa-su-buys-191207025.html?.tsrc=rss,2026-07-06T19:12:07,ma,,,,,,,,N,duplicate_category_24h,,,,,,,
73,2026-07-06,22:31:59,Monday,news_event,,,keyword,BE,BE,,,,,,,,,Bloom Energy Stock Jumps As Brookfield Boosts $25B AI Power Deal,StocksToTrade,https://news.google.com/rss/articles/CBMigAFBVV95cUxPTE1CSHlBQ0huWkZwSmZ6N1l1aUw4cnQyMTBsOTFOVXJHOC1POVBRTHhtOWRuSDdNd1c2dkQ3NDdNSWQ1TmFBd1lVQkVydzJpcmpQV3FLTS1vMHpsel90QnhFeG42bWg3OGVZSEh4ZHkxLUlheEZJV0lqNzFnNkhEdw?oc=5,2026-07-06T14:03:00,contract,,,,,,,,N,duplicate_category_24h,,,,,,,
74,2026-07-06,23:32:30,Monday,news_event,,,keyword,IREN,IREN,,,,,44.58,13.81,,,Freedom Broker upgrades IREN stock rating on valuation after share decline,Investing.com,https://www.investing.com/news/analyst-ratings/freedom-broker-upgrades-iren-stock-rating-on-valuation-after-share-decline-93CH-4776894,,analyst_note,,,,,N,18,keyword,Y,,"$IREN ($44.58, +13.81% at last close as of Jul 6): Freedom Broker upgrades IREN stock rating on valuation after share decline

https://www.investing.com/news/analyst-ratings/freedom-broker-upgrades-iren-stock-rating-on-valuation-after-share-decline-93CH-4776894",261,,,,,
75,2026-07-07,09:02:08,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$IBE standing out at -4.08%, now $20.93.",40,,,,,
76,2026-07-07,10:02:12,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$ENR leading the tape right now: -4.69% to $162.08.,51,,,,,
77,2026-07-07,10:46:21,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $ENR -6.21% at $159.5.,47,,,,,
78,2026-07-07,11:31:54,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$ENR is the one to watch right now – -6.39% at $159.2.,54,,,,,
79,2026-07-07,12:16:21,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $ENR -6.5% at $159.0.,46,,,,,
80,2026-07-07,13:02:08,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$ENR is the one to watch right now – -6.35% at $159.26.,55,,,,,
81,2026-07-07,13:03:29,Tuesday,news_event,,,keyword,NEE,NEE,,,,,87.74,0.21,,,NextEra Energy: Buy Rating Reaffirmed with Unchanged $112 Price Target as Dominion Acquisition Advances Strategic and Regulatory Positioning,TipRanks,https://www.tipranks.com/news/ratings/nextera-energy-buy-rating-reaffirmed-with-unchanged-112-price-target-as-dominion-acquisition-advances-strategic-and-regulatory-positioning-ratings-news,,analyst_note,,,,,N,18,keyword,Y,,"$NEE ($87.74, +0.21% at last close as of Jul 6): NextEra Energy: Buy Rating Reaffirmed with Unchanged $112 Price Target as Dominion Acquisition Advances Strategic and Regulatory Positioning

https://www.tipranks.com/news/ratings/nextera-energy-buy-rating-reaffirmed-with-unchanged-112-price-target-as-dominion-acquisition-advances-strategic-and-regulatory-positioning-ratings-news",380,,,,,
82,2026-07-07,13:46:37,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$ENR standing out at -6.8%, now $158.5.",39,,,,,
83,2026-07-07,14:31:58,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $ENR -7.09% to $158.0 – the standout so far.,56,,,,,
84,2026-07-07,14:32:17,Tuesday,news_event,,,keyword,PWR,PWR,,,,,,,,,"Truist Financial Maintains Quanta Services(PWR.US) With Buy Rating, Maintains Target Price $940",富途牛牛,https://news.google.com/rss/articles/CBMitgFBVV95cUxQMzlRdHhtd2J2eHlaNVNRSWtDWGlpTUF0U2VEYW8yZDZIWHlnWVgwWkpsTFZXalktY25YQjBUbGJ1eS1SMXpNOTJVQUVheFB1X3l1UmlBLVoyY3ViVFpBSkMyblI1a1JMTlk3Nm9Pdmh4TWpFOWxNc1ZXRGJqREhxRDlDY2FiUzVvUlVzM0ZhV2JrMG5jSjZEcWU0MXRiS2lraGI1UmstVHR6Q0VBMXB1a0cyZjZyZw?oc=5,2026-07-07T03:31:00,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
85,2026-07-07,15:16:30,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$ENR leading the tape right now: -7.04% to $158.08.,51,,,,,
86,2026-07-07,15:32:08,Tuesday,news_event,,,keyword,NEE,NEE,,,,,,,,,NextEra Energy: Buy Rating Reaffirmed with Unchanged $112 Price Target as Dominion Acquisition Advances Strategic and Regulatory Positioning,TipRanks,https://news.google.com/rss/articles/CBMimAJBVV95cUxOTmJ2MG1HMTZIb0RoRFdDN05ZbW9BSHhLaHRxNWVNWG9XSEEwQm1RRzFFVFh4YVl3eWxkTUNTS3Zzb2JXc0xwSlE0aVRlUlp4bFdQTWZacGhBVTdnUkczS1I3TFB6Umo0VnpXRkoxSDlhWkt2T3QtQkNMY0tOUkp3OUZHcHg1LW9zcTZNRDU4eVhYSXRTYnpvZTZ6Y1pjcVZaMFp5NzdRS29KUHBscEc3SU93TV9VUnNRdzhEWUxTYkxkTXBBNXpkaUpidFFseVJ0V1ktQWFRQUdPSjBidC1Nd2MzN01URlpXYW1xVlZHcThpUnZkUFF6aGhwcE5WMzBjOW9mMnY1N3JwMDVMZ3hlQXZQRDlPNHZR?oc=5,2026-07-07T10:05:07,analyst_note,,,,,,,,N,duplicate_category_24h,,,,,,,
87,2026-07-07,15:32:43,Tuesday,evergreen_opinion,,,template,,,,,,,,,,,"2MW telco data center on sale in Cincinnati, Ohio",DatacenterDynamics,https://www.datacenterdynamics.com/en/news/2mw-telco-data-center-on-sale-in-cincinnati-ohio/,2026-07-07T11:22:40,,,,,,,,keyword,Y,,"DatacenterDynamics on the AI infrastructure buildout:

""2MW telco data center on sale in Cincinnati, Ohio""

https://www.datacenterdynamics.com/en/news/2mw-telco-data-center-on-sale-in-cincinnati-ohio/",200,,,,,
87,2026-07-07,16:02:14,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"Hourly check-in: $GEV -9.12% to $1046.0, well ahead of the rest of the board.",77,,,,,
88,2026-07-07,16:32:40,Tuesday,news_event,,,keyword,NEE,NEE,,,,,88.88,1.51,,,Va. Lt. Gov. Hashmi calls on regulators to extend review period for NextEra-Dominion Energy merger,Virginia Mercury,https://virginiamercury.com/2026/07/07/va-lt-gov-hashmi-calls-on-regulators-to-extend-review-period-for-nextera-dominion-energy-merger/,,ma,,,,,N,18,keyword,Y,,"$NEE ($88.88, +1.51% today): Va. Lt. Gov. Hashmi calls on regulators to extend review period for NextEra-Dominion Energy merger

https://virginiamercury.com/2026/07/07/va-lt-gov-hashmi-calls-on-regulators-to-extend-review-period-for-nextera-dominion-energy-merger/",264,,,,,
89,2026-07-07,16:46:46,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$GEV pulling away at -9.99%, now trading at $1036.04.",53,,,,,
90,2026-07-07,17:32:03,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Live check: $GEV -9.94% to $1036.57 – the standout so far.,58,,,,,
91,2026-07-07,18:16:43,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$GEV is the one to watch right now – -9.07% at $1046.56.,56,,,,,
92,2026-07-07,18:17:14,Tuesday,price_event,us,,zero_llm_template,POWL,POWL,,NYSE,Y,open,232.16,-6.01,255.0,226.01,,,,,,,6.01,,,N,18,llm,Y,,$POWL -6.01% today at $232.16 – one of the bigger moves on the board right now. Intraday range: low $226.01 / high $255.0.,122,,,,,
93,2026-07-07,18:47:16,Tuesday,evergreen_opinion,,,template,,,,,,,,,,,"WeaveGrid, GM Advance Grid-Integrated EV Charging and Home Energy Programs",POWER Magazine,https://www.powermag.com/weavegrid-gm-advance-grid-integrated-ev-charging-and-home-energy-programs/,2026-07-07T16:18:57,,,,,,,,keyword,Y,,"Worth a read from POWER Magazine:

""WeaveGrid, GM Advance Grid-Integrated EV Charging and Home Energy Programs""

https://www.powermag.com/weavegrid-gm-advance-grid-integrated-ev-charging-and-home-energy-programs/",212,,,,,
93,2026-07-07,19:02:15,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$GEV pulling away at -8.91%, now trading at $1048.38.",53,,,,,
94,2026-07-07,19:02:45,Tuesday,price_event,us,,zero_llm_template,NVT,NVT,,NYSE,Y,open,150.22,-4.31,164.71,146.56,,,,,,,4.31,,,N,18,llm,Y,,Big print: $NVT -4.31% at $150.22 today – a real standout. Intraday range: low $146.56 / high $164.71.,102,,,,,
95,2026-07-07,19:03:06,Tuesday,news_event,,,keyword,BE,BE,,,,,,,,,"Brookfield, Bloom Energy Expand AI Infrastructure Partnership to $25 Billion",powermag.com,https://www.powermag.com/brookfield-bloom-energy-expand-ai-infrastructure-partnership-to-25-billion/?.tsrc=rss,2026-07-07T14:36:38,contract,,,,,,,,N,duplicate_category_24h,,,,,,,
96,2026-07-07,19:32:01,Tuesday,price_event,us,,zero_llm_template,NOK,NOK,,NYSE,Y,open,11.91,-4.18,12.51,11.75,,,,,,,4.18,,,N,18,llm,Y,,$NOK on the move – -4.18% to $11.91 today. Intraday range: low $11.75 / high $12.51.,84,,,,,
97,2026-07-07,19:32:35,Tuesday,news_event,,,keyword,LR.PA,LR,,,,,,,,,Kepler Cheuvreux upgrades Legrand stock rating on data center demand,Investing.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxPUnBFb21pYWZiTkx3LVRUQ1RWTlRORG8xRzRITWY3eFktQ2YySWJxR1pfMU03cDJzVzN6dHFSRlE4N3gzeVFHM0M4eEFoSzdnSTNDREwzcllqM28zcHM2SXZtUEZLVDd5M1k5WUJLNXJZcXJ3d05DUVdlanVFcnpLVl9GX1U2Mk0xWVdpbFNCN3QwTmhaOTVZeWRmVkotNk5FNjl2UEZ0aEpVSzdWWlpxbUlqekdMSmN3TF9PUlVWNEpDcUNobzdB?oc=5,2026-07-07T08:26:45,analyst_note,,,,,,,,N,queue_aged_out,,,,,,,
98,2026-07-07,19:46:38,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,$BE leading the tape right now: -7.47% to $270.42.,50,,,,,
99,2026-07-07,19:47:05,Tuesday,price_event,us,,zero_llm_template,ETN,ETN,,NYSE,Y,open,392.95,-4.78,419.63,388.1,,,,,,,4.78,,,N,18,llm,Y,,"$ETN swinging -4.78% on the day, now $392.95. Intraday range: low $388.1 / high $419.63.",88,,,,,
100,2026-07-07,19:47:52,Tuesday,news_event,,,keyword,RWE.DE,RWE,,,,,56.58,-1.57,,,Germany's Proxima Fusion secures $2.7B valuation as Google backs Europe's reactor race,,,,contract,,,,,N,18,keyword,Y,,"$RWE ($56.58, -1.57% at last close as of Jul 7): Germany's Proxima Fusion secures $2.7B valuation as Google backs Europe's reactor race",135,,,,,
101,2026-07-07,20:16:48,Tuesday,price_event,us,,zero_llm_template,BE,BE,,NYSE,Y,open,271.22,-7.2,295.05,261.51,,,,,,,7.2,,,N,18,llm,Y,,Big print: $BE -7.2% at $271.22 today – a real standout. Intraday range: low $261.51 / high $295.05.,100,,,,,
102,2026-07-07,20:32:00,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,Biggest mover this hour: $BE -8.03% at $268.77.,47,,,,,
103,2026-07-07,21:16:33,Tuesday,pulse,,,zero_llm_template,,,,,,,,,,,,,,,,,,,,,,pulse,Y,,"$BE standing out at -9.93%, now $263.22.",40,,,,,
104,2026-07-07,21:17:00,Tuesday,price_event,us,,zero_llm_template,APLD,APLD,,NYSE,Y,open,30.77,-8.69,33.49,30.24,,,,,,,8.69,,,N,18,llm,Y,,$APLD on the move – -8.69% to $30.77 today. Intraday range: low $30.24 / high $33.49.,85,,,,,
105,2026-07-07,21:17:53,Tuesday,news_event,,,keyword,VST,VST,,,,,155.4,-1.1,,,"Meitav Investment House Ltd. Buys 200,000 Shares of Vistra Corp. $VST",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-meitav-investment-house-ltd-buys-200000-shares-of-vistra-corp-vst-2026-07-07/,,large_share_purchases,,,,,N,18,keyword,Y,,"$VST ($155.4, -1.1% today): Meitav Investment House Ltd. Buys 200,000 Shares of Vistra Corp. $VST

https://www.marketbeat.com/instant-alerts/filing-meitav-investment-house-ltd-buys-200000-shares-of-vistra-corp-vst-2026-07-07/",225,,,,,
106,2026-07-07,21:32:37,Tuesday,news_event,,,keyword,PWR,PWR,,,,,651.39,-3.42,,,"Truist Financial Maintains Quanta Services(PWR.US) With Buy Rating, Maintains Target Price $940",富途牛牛,https://news.futunn.com/en/post/75620158/truist-financial-maintains-quanta-services-pwrus-with-buy-rating-maintains,,analyst_note,,,,,N,18,keyword,Y,,"$PWR ($651.39, -3.42% today): Truist Financial Maintains Quanta Services(PWR.US) With Buy Rating, Maintains Target Price $940

https://news.futunn.com/en/post/75620158/truist-financial-maintains-quanta-services-pwrus-with-buy-rating-maintains",242,,,,,
107,2026-07-07,21:47:02,Tuesday,news_event,,,keyword,GEV,GEV,,,,,1066.74,-7.32,,,Insider Selling Sends GE Vernova Stock Suddenly Lower,TipRanks,https://www.tipranks.com/news/catalyst/insider-selling-sends-ge-vernova-stock-suddenly-lower,,analyst_note,,,,,N,18,keyword,Y,,"$GEV ($1066.74, -7.32% today): Insider Selling Sends GE Vernova Stock Suddenly Lower

https://www.tipranks.com/news/catalyst/insider-selling-sends-ge-vernova-stock-suddenly-lower",178,,,,,
108,2026-07-07,22:02:51,Tuesday,news_event,,,keyword,CRWV,CRWV,,,,,83.5,-2.91,,,"Meta Vs. Coreweave: Despite 2032 Partnership, ‘Meta Compute’ Remains a Massive Threat to Coreweave",247wallst.com,https://247wallst.com/investing/2026/07/07/meta-vs-coreweave-despite-2032-partnership-meta-compute-remains-a-massive-threat-to-coreweave/?.tsrc=rss,,contract,,,,,N,18,keyword,Y,,"$CRWV ($83.5, -2.91% at last close as of Jul 7): Meta Vs. Coreweave: Despite 2032 Partnership, ‘Meta Compute’ Remains a Massive Threat to Coreweave

https://247wallst.com/investing/2026/07/07/meta-vs-coreweave-despite-2032-partnership-meta-compute-remains-a-massive-threat-to-coreweave/?.tsrc=rss",296,,,,,
